loc,folio,line_order,tokens,neutral_roles,pass20_tier,tier_simple,pass16h_final_status,module_short,semantic_function,meta_I,meta_L,meta_H,line_marker_family,functional_gloss_sequence,functional_pseudotranslation,external_translation_status
"f66r.70,+P0",f66r,1614,todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly,R00 R06 R02 R06 R06 R00 R02 R06 R08 R06 R09,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,T,B,5,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL QUAL/TAIL,ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f66r.76,+P0",f66r,1620,daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy,R10 R06 H21 H12 R00 H08 R06 H13 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,T,B,5,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE OP/HEAD FUNC-PARTICLE ARG/FILL OP/HEAD ARG-LEX OP/HEAD ARG/FILL,FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / ARG/FILL / OP/HEAD / ARG-LEX / OP/HEAD / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f66r.77,+P0",f66r,1621,qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy,H08 R06 R00 H08 R00 R00 R00 R06 H01 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,T,B,5,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL,FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f66r.78,+P0",f66r,1622,dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin,R06 R06 R06 R00 R00 R06 R06 R06 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,T,B,5,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL QUAL/TAIL,ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f66r.79,+P0",f66r,1623,sheol oteeyldaiin okalchedy pchedy kody qotchedy cphedy,R06 R01 R00 R06 R06 H15 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,T,B,5,paragraph_continuation,FUNC-PARTICLE QUAL/TAIL ARG/FILL ARG-LEX ARG/FILL OP/HEAD ARG/FILL,FUNC-PARTICLE / QUAL/TAIL / ARG/FILL / ARG-LEX / ARG/FILL / OP/HEAD / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f66r.80,+P0",f66r,1624,daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar,R10 R06 H13 R00 R06 R06 R00 H08 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,T,B,5,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE OP/HEAD ARG/FILL FUNC-PARTICLE ARG-LEX ARG/FILL FUNC-PARTICLE ARG/FILL,FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD / ARG/FILL / FUNC-PARTICLE / ARG-LEX / ARG/FILL / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f66v.8,+P0",f66v,1634,dchekeedy cheody qokchdy qokol keedy cheky chety kody,R00 R00 H09 H08 R06 R06 R00 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,B,5,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.8,@Ri",f67r1,1647,otaldy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.9,@Ri",f67r1,1648,otoky,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.10,@Ri",f67r1,1649,seeaiir,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.11,@Ri",f67r1,1650,ykees ary,R06 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD LABEL-LEX,LABEL-FIELD / LABEL-LEX,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.12,@Ri",f67r1,1651,sosaiir,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.14,@Ri",f67r1,1653,ytodaiir,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.15,@Ri",f67r1,1654,sheosam,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.16,@Ri",f67r1,1655,ykeeody,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.17,@Ri",f67r1,1656,okeol sal,R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.18,@Ri",f67r1,1657,okeey sar,R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,FUNC-PARTICLE LABEL-FIELD,FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r1.19,@Ri",f67r1,1658,dalary,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,radial/ring_text,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.2,&L0",f67r2,1660,ykecho ols eesydy,R06 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.3,&L0",f67r2,1661,ey shs okar,R00 R06 R03,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.4,&L0",f67r2,1662,shekchy sykos,R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.5,&L0",f67r2,1663,ykeody okchy,R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-LEX LABEL-FIELD,LABEL-LEX / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.6,&L0",f67r2,1664,dchetay,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.7,&L0",f67r2,1665,ykchy kchey ykchys,R06 R06 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.8,&L0",f67r2,1666,chkchdar,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.9,&L0",f67r2,1667,ykar ykaly,R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.10,&L0",f67r2,1668,lkshykchy okar,R00 R03,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.12,&L0",f67r2,1670,ykees ykchos,R06 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.13,@Pb",f67r2,1671,opodchol s ain aldy,R07 R06 R06 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_start,LABEL-FIELD FUNC-PARTICLE LABEL-FIELD LABEL-FIELD,LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.14,+Pb",f67r2,1672,soeey doiin oldy,R06 R06 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.15,+L0",f67r2,1673,dolchsody,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,+L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.19,@Pb",f67r2,1677,ydchos ain ar amy,R06 R06 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_start,LABEL-FIELD LABEL-FIELD FUNC-PARTICLE LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.20,+Pb",f67r2,1678,chocfhy saral,R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.21,+Pb",f67r2,1679,sain am ar,R06 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE,FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.22,+L0",f67r2,1680,okal,R07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,+L,FUNC-PARTICLE,FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.24,+Pb",f67r2,1682,sodar ofar ar,R06 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.25,+Pb",f67r2,1683,ydam,R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.26,@Pb",f67r2,1684,yteoor yto ykor,R06 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_start,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.27,+Pb",f67r2,1685,okeor aiin am,R00 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE LABEL-FIELD,LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.28,+L0",f67r2,1686,okain a,R10 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,+L,FUNC-PARTICLE LABEL-FIELD,FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.29,@Pb",f67r2,1687,ytody saiin,R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_start,LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.30,+Pb",f67r2,1688,ochol olol,R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.31,+L0",f67r2,1689,opcholdy,R07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,+L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.33,+Pb",f67r2,1691,dokan oear odal,R06 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.34,+L0",f67r2,1692,ofar oeoldan,R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,+L,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.35,@Pb",f67r2,1693,chol iin okol,R07 R00 R07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_start,FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE,FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.36,+Pb",f67r2,1694,ytor daiin or,R06 R10 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.37,+L0",f67r2,1695,ytoaiin,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,+L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.39,+Pb",f67r2,1697,sor chedaiin dy,R06 R00 R02,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.40,+Pb",f67r2,1698,yteos oiin og,R06 R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.41,@Pb",f67r2,1699,ytoeopchey chekody,R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_start,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.42,+Pb",f67r2,1700,sosho chos ockhy,R06 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.44,@Pb",f67r2,1702,ofydy sheody aiin,R00 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_start,LABEL-FIELD LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.45,+Pb",f67r2,1703,ycheody es odaiiin,R00 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.46,+Pb",f67r2,1704,yekees oraly,R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.47,+L0",f67r2,1705,yfain,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,+L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.49,+Pb",f67r2,1707,oschoer aiin,R00 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.50,+Pb",f67r2,1708,choee sal,R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,paragraph_continuation,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.54,&Ls",f67r2,1712,ysaldal,R09,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,QUAL/TAIL,QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.55,&Ls",f67r2,1713,ytodal,R09,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,QUAL/TAIL,QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.56,&Ls",f67r2,1714,tol daiin,R06 R10,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.57,&Ls",f67r2,1715,otardy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.59,&Ls",f67r2,1717,ytchodly,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.60,&Ls",f67r2,1718,octhys,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.61,&Ls",f67r2,1719,ytokar,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.64,@L0",f67r2,1722,s air,R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,label_or_marginal,FUNC-PARTICLE LABEL-FIELD,FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.66,&L0",f67r2,1724,cpheey,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.68,&L0",f67r2,1726,oepchod,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f67r2.70,&L0",f67r2,1728,osar,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,A,,4,&L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
